time,lineID,stationID,deviceID,status,userID,payType,destinationStation,timeAtDestination
2019-01-03 00:07:35,B,11,582,0,D7aef117724d387ad858ae3332367d533,3,8,2019-01-03 00:19:35
2019-01-03 00:08:11,C,43,2002,1,Dcfa034f53c54edf1d6eb08c8b334d855,3,42,2019-01-03 00:18:11
2019-01-03 00:08:58,C,55,2631,1,D854b7a1a0d2da8f77a82c237391cf352,3,41,2019-01-03 00:37:58
2019-01-03 00:09:32,B,6,292,0,Dcd0dd2a2468aa0c59c10a59de207abb2,3,5,2019-01-03 00:23:32
2019-01-03 00:09:48,C,61,2870,1,D6da70e128c2a048a20cd166ec6bd08f6,3,61,2019-01-03 00:17:48
2019-01-03 00:09:52,A,80,3638,0,D25b0174f29aef9b515b0a610702a902d,3,35,2019-01-03 00:17:52
2019-01-03 00:10:52,C,45,2094,1,Db1d6c7de51acee6086315de33609348c,3,65,2019-01-03 00:22:52
2019-01-03 00:10:55,C,45,2095,1,D1d048bbf288a7a694003e94528f92d12,3,30,2019-01-03 00:35:55
2019-01-03 00:10:59,C,45,2093,1,Ded3a217aca17d30e5b7a63f794f36caa,3,64,2019-01-03 00:22:59
2019-01-03 00:12:10,B,20,1054,1,D33be9b4f9435176ac43c8912740a0fac,3,45,2019-01-03 00:34:10
2019-01-03 00:12:17,C,39,1839,0,D2f63870526ba25578df1ec88e475b8c7,3,11,2019-01-03 00:34:17
2019-01-03 00:12:24,A,80,3637,1,D25b0174f29aef9b515b0a610702a902d,3,7,2019-01-03 00:28:24
2019-01-03 00:12:44,B,32,1562,1,Dc2f62bcce9e20c2d56cf29489c6f5b3c,3,41,2019-01-03 00:26:44
2019-01-03 00:12:50,C,55,2644,0,D854b7a1a0d2da8f77a82c237391cf352,3,65,2019-01-03 00:22:50
2019-01-03 00:12:54,C,45,2092,0,Ded3a217aca17d30e5b7a63f794f36caa,3,77,2019-01-03 00:34:54
2019-01-03 00:13:12,C,41,1908,0,D83ea789accd95756cbdc14f1e6941c37,3,79,2019-01-03 00:18:12
2019-01-03 00:13:13,C,62,2902,1,De8581fc00b2a71f5e553f3d0414418dc,3,58,2019-01-03 00:25:13
2019-01-03 00:13:21,B,32,1555,0,Dc2f62bcce9e20c2d56cf29489c6f5b3c,3,48,2019-01-03 00:27:21
2019-01-03 00:13:56,B,5,199,1,D455de96e5f9d9a62ac3720632c3a707a,3,35,2019-01-03 00:28:56
2019-01-03 00:14:10,B,18,981,1,Dc3340f3cc4d6a87774379a8dee81f3ee,3,77,2019-01-03 00:26:10
2019-01-03 00:14:26,B,18,982,0,Dc3340f3cc4d6a87774379a8dee81f3ee,3,51,2019-01-03 00:22:26
2019-01-03 00:14:58,C,43,1984,0,Dcfa034f53c54edf1d6eb08c8b334d855,3,27,2019-01-03 00:30:58
2019-01-03 00:15:14,B,3,108,0,Dabe07dfba20c308d4ae00a979d7775b3,3,64,2019-01-03 00:28:14
2019-01-03 00:15:16,B,3,109,0,D7a8fc96cbc11e5df389aa45a62870a48,3,73,2019-01-03 00:29:16
2019-01-03 00:15:18,B,23,1191,1,Df9971cecfeec6abcbc94e713ca32cedd,3,44,2019-01-03 00:20:18
2019-01-03 00:15:39,C,64,2992,1,D11d5597f50bd6f48353471cdd51d257b,3,50,2019-01-03 00:45:39
2019-01-03 00:16:41,B,4,142,1,D784bd409ef5499ff0ede8a3ac73b3676,3,42,2019-01-03 00:37:41
2019-01-03 00:17:10,C,45,2092,0,D1d048bbf288a7a694003e94528f92d12,3,15,2019-01-03 00:39:10
2019-01-03 00:17:18,B,8,391,1,Dda3fd1b4d5b506e44f2f3e274a9fd046,3,18,2019-01-03 00:33:18
2019-01-03 00:17:21,C,45,2091,0,Db1d6c7de51acee6086315de33609348c,3,24,2019-01-03 00:35:21
2019-01-03 00:17:30,C,50,2417,1,Dc0d0f1a4a6a9a6eefa65ed88eaf22de8,3,50,2019-01-03 00:39:30
2019-01-03 00:17:37,B,8,391,1,Dad61690a6b30e77b760fb113ab1cdfdb,3,3,2019-01-03 00:38:37
2019-01-03 00:18:17,B,20,1064,0,D00e2f382acb34db4ea81b74baa9836f0,3,61,2019-01-03 00:41:17
2019-01-03 00:18:20,C,45,2092,0,D045a8be73822f2fdf7975b87d23381b1,3,56,2019-01-03 00:25:20
2019-01-03 00:18:21,B,20,1065,0,D68a8a6188f9245937181cffe0ce5389a,3,59,2019-01-03 00:30:21
2019-01-03 00:18:35,C,39,1827,0,Dc74861d9b27a11b8e6c06d353d8fdf83,3,57,2019-01-03 00:39:35
2019-01-03 00:18:47,B,5,247,1,D79bf446caeede8ba6b2008f4335f5d94,3,72,2019-01-03 00:28:47
2019-01-03 00:18:49,B,5,244,1,Db3e91fb1c12b309d28c1e5a38d75c51c,3,30,2019-01-03 00:29:49
2019-01-03 00:19:26,B,20,1057,1,D4817ff406236b19c655cbe4391d2d615,3,69,2019-01-03 00:34:26
2019-01-03 00:19:29,B,20,1058,1,Daa09413a8c4c33422c715e48c3a05891,3,56,2019-01-03 00:32:29
2019-01-03 00:19:33,B,32,1555,0,D1e4c6eda9a6c53a98c65b9897844db14,3,32,2019-01-03 00:24:33
2019-01-03 00:20:06,C,64,2981,0,D11d5597f50bd6f48353471cdd51d257b,3,79,2019-01-03 00:38:06
2019-01-03 00:21:03,B,4,141,0,D784bd409ef5499ff0ede8a3ac73b3676,3,39,2019-01-03 00:49:03
2019-01-03 00:22:50,C,37,1753,1,D3dd95b8cffc8db3db4ce889762fb3f3f,3,44,2019-01-03 00:47:50
2019-01-03 00:22:55,C,37,1753,1,D168f461407b5b8fc9c8d4106745039dd,3,57,2019-01-03 00:31:55
2019-01-03 00:23:38,A,80,3637,1,D1d0b424053f309141e5ef94edf56b518,3,5,2019-01-03 00:49:38
2019-01-03 00:23:44,A,80,3638,0,D1d0b424053f309141e5ef94edf56b518,3,3,2019-01-03 00:41:44
2019-01-03 00:24:20,B,7,326,1,D0432efe06e752417190bd1574fc080d6,3,33,2019-01-03 00:30:20
2019-01-03 00:25:03,C,37,1752,0,D3dd95b8cffc8db3db4ce889762fb3f3f,3,53,2019-01-03 00:47:03
2019-01-03 00:25:17,B,20,1070,0,D4817ff406236b19c655cbe4391d2d615,3,32,2019-01-03 00:48:17
2019-01-03 00:25:27,C,50,2417,1,D691ea803db3bc8fce2fee9f89d7cd179,3,65,2019-01-03 00:34:27
2019-01-03 00:25:43,C,50,2417,1,D09f9847a0f1af49433d8c0de571fa70c,3,61,2019-01-03 00:49:43
2019-01-03 00:25:47,C,50,2417,1,Defa8c967850b83c91f2359a4ef060cb4,3,24,2019-01-03 00:52:47
2019-01-03 00:25:50,C,50,2418,1,D11c3c483cdbbf9bd4c54a7f2369dbb4c,3,69,2019-01-03 00:34:50
2019-01-03 00:25:53,B,5,196,0,D79bf446caeede8ba6b2008f4335f5d94,3,49,2019-01-03 00:33:53
2019-01-03 00:25:54,B,7,340,0,D0432efe06e752417190bd1574fc080d6,3,39,2019-01-03 00:31:54
2019-01-03 00:25:55,B,5,198,0,Db3e91fb1c12b309d28c1e5a38d75c51c,3,61,2019-01-03 00:40:55
2019-01-03 00:26:50,C,34,1629,0,D5055ed0f77d4e75dd92fa41433fa297f,3,23,2019-01-03 00:49:50
2019-01-03 00:27:23,B,5,244,1,Db3e91fb1c12b309d28c1e5a38d75c51c,3,17,2019-01-03 00:41:23
2019-01-03 00:27:27,B,5,244,1,D79bf446caeede8ba6b2008f4335f5d94,3,80,2019-01-03 00:55:27
2019-01-03 00:30:10,C,41,1911,1,D83ea789accd95756cbdc14f1e6941c37,3,31,2019-01-03 00:53:10
2019-01-03 00:30:24,C,56,2669,1,Df385a6864ca2759f9c098bc233ef3df6,3,58,2019-01-03 00:41:24
2019-01-03 00:30:24,C,56,2667,1,D60fe9eed25f321d6c08d5bcd7e232614,3,20,2019-01-03 00:35:24
2019-01-03 00:30:33,C,51,2475,1,D5f5fad8637b76f1f2ca653b44907b803,3,45,2019-01-03 00:35:33
2019-01-03 00:31:08,B,16,901,1,Df57af6ee2835f086c6e30f089f74fa5d,3,15,2019-01-03 00:43:08
2019-01-03 00:31:25,B,5,244,0,D79bf446caeede8ba6b2008f4335f5d94,3,45,2019-01-03 00:42:25
2019-01-03 00:31:27,B,5,247,0,Db3e91fb1c12b309d28c1e5a38d75c51c,3,51,2019-01-03 00:41:27
2019-01-03 00:31:59,B,20,1063,0,D33be9b4f9435176ac43c8912740a0fac,3,24,2019-01-03 00:40:59
2019-01-03 00:32:04,C,55,2631,1,D31567fa6233ede9a949ef1a6e8423af0,3,64,2019-01-03 00:39:04
2019-01-03 00:32:09,A,77,3526,0,Dcb209505453f8b65dc6e0603d1bf3c96,3,65,2019-01-03 00:40:09
2019-01-03 00:32:12,B,5,243,0,D020cb6ffe02694a533fdf21aaf26b65f,3,3,2019-01-03 00:43:12
2019-01-03 00:32:15,A,77,3528,1,Dcb209505453f8b65dc6e0603d1bf3c96,3,26,2019-01-03 01:01:15
2019-01-03 00:32:44,C,41,1910,0,D83ea789accd95756cbdc14f1e6941c37,3,60,2019-01-03 00:42:44
2019-01-03 00:32:54,C,50,2416,0,Dc0d0f1a4a6a9a6eefa65ed88eaf22de8,3,15,2019-01-03 00:54:54
2019-01-03 00:33:05,B,5,201,1,Dff793ca6e8da55cc0a2d270b91c9e061,3,77,2019-01-03 00:51:05
2019-01-03 00:33:15,C,42,1948,1,D0e80cedf60de8ac6593bb6ed688b61aa,3,34,2019-01-03 00:44:15
2019-01-03 00:33:39,C,42,1949,1,Dc471386525ea3dcccbe903f24685ecfc,3,31,2019-01-03 00:56:39
2019-01-03 00:33:41,B,5,241,0,D21cc4736c309aad7132556497e9cca49,3,24,2019-01-03 00:42:41
2019-01-03 00:34:00,C,57,2704,1,Df1367762e7e048ecdda35ee8737ad814,3,3,2019-01-03 00:47:00
2019-01-03 00:34:01,C,57,2703,1,D75b07cdcfddcb42273cc64ee4b69abfc,3,26,2019-01-03 01:04:01
2019-01-03 00:34:04,C,57,2705,1,Da0bc94fe7ef7a011d993bf0fcbfe008d,3,18,2019-01-03 01:00:04
2019-01-03 00:34:05,C,50,2421,1,Dc0d0f1a4a6a9a6eefa65ed88eaf22de8,3,50,2019-01-03 01:00:05
2019-01-03 00:34:08,C,57,2703,1,D91deded3fd4389d9fcb15c5b29f392e0,3,7,2019-01-03 00:49:08
2019-01-03 00:34:20,B,24,1234,1,D02bc9b70651a6c3cee9db18481e06871,3,24,2019-01-03 00:59:20
2019-01-03 00:34:24,C,57,2706,1,D8ed4abac697fab2432b47bd8f2c41074,3,77,2019-01-03 00:59:24
2019-01-03 00:34:28,B,5,237,0,Dff793ca6e8da55cc0a2d270b91c9e061,3,41,2019-01-03 00:45:28
2019-01-03 00:34:33,C,55,2632,1,Daee5a71b0743f1278aafaf64e0c02636,3,18,2019-01-03 00:51:33
2019-01-03 00:34:48,C,55,2630,0,Daee5a71b0743f1278aafaf64e0c02636,3,58,2019-01-03 00:39:48
2019-01-03 00:35:15,C,42,1948,1,D9577e3b0b57c8f0ac6b658617624c74f,3,34,2019-01-03 01:04:15
2019-01-03 00:35:31,C,42,1948,1,Da79662958dc465443a9434a2506acf75,3,49,2019-01-03 00:51:31
2019-01-03 00:36:08,C,43,1991,1,D2dc4877a36d6d87063c1149454da783c,3,50,2019-01-03 00:45:08
2019-01-03 00:36:12,C,43,1993,1,D114ddd0528a13b4dbefdf4564ca32ed0,3,66,2019-01-03 00:53:12
2019-01-03 00:36:22,B,16,900,0,Df57af6ee2835f086c6e30f089f74fa5d,3,52,2019-01-03 00:50:22
2019-01-03 00:36:24,C,56,2667,1,Df95fcbcab760d5324429f503633f4269,3,64,2019-01-03 00:53:24
2019-01-03 00:36:36,C,57,2700,0,Df1367762e7e048ecdda35ee8737ad814,3,53,2019-01-03 01:03:36
2019-01-03 00:36:37,C,57,2701,0,D75b07cdcfddcb42273cc64ee4b69abfc,3,24,2019-01-03 01:06:37
2019-01-03 00:36:38,C,57,2702,0,Da0bc94fe7ef7a011d993bf0fcbfe008d,3,7,2019-01-03 00:43:38
2019-01-03 00:36:41,C,57,2699,0,D91deded3fd4389d9fcb15c5b29f392e0,3,43,2019-01-03 00:56:41
2019-01-03 00:36:41,C,57,2701,0,D589a6013e1c0089855836c1c4add4061,3,78,2019-01-03 01:05:41
2019-01-03 00:36:43,B,24,1226,0,D02bc9b70651a6c3cee9db18481e06871,3,58,2019-01-03 01:03:43
2019-01-03 00:36:54,B,5,222,1,De2cd8aad3d8c9315f42f55fe330b0cd1,3,56,2019-01-03 00:41:54
2019-01-03 00:37:00,B,5,222,1,D045a19c9d41f734ee6ab1995666bf066,3,65,2019-01-03 00:51:00
2019-01-03 00:37:05,B,5,224,1,D21cc4736c309aad7132556497e9cca49,3,71,2019-01-03 00:55:05
2019-01-03 00:37:07,B,5,223,1,D8a66d4e7e3daec7ddf8149ed3a62262b,3,62,2019-01-03 00:47:07
2019-01-03 00:37:26,C,56,2672,1,D48c16dd27a006dcad2a2f451c01f0d1a,3,26,2019-01-03 00:53:26
2019-01-03 00:37:46,B,5,234,1,Dff793ca6e8da55cc0a2d270b91c9e061,3,62,2019-01-03 01:07:46
2019-01-03 00:37:57,C,56,2664,0,Df95fcbcab760d5324429f503633f4269,3,64,2019-01-03 01:02:57
2019-01-03 00:38:00,C,55,2630,0,D31567fa6233ede9a949ef1a6e8423af0,3,30,2019-01-03 01:00:00
2019-01-03 00:38:40,C,42,1947,0,D9577e3b0b57c8f0ac6b658617624c74f,3,24,2019-01-03 00:47:40
2019-01-03 00:38:41,C,42,1945,0,Da79662958dc465443a9434a2506acf75,3,52,2019-01-03 00:58:41
2019-01-03 00:38:42,C,42,1946,0,D0e80cedf60de8ac6593bb6ed688b61aa,3,6,2019-01-03 00:43:42
2019-01-03 00:38:44,C,42,1947,0,Dc471386525ea3dcccbe903f24685ecfc,3,73,2019-01-03 00:46:44
2019-01-03 00:38:45,B,5,195,0,Dff793ca6e8da55cc0a2d270b91c9e061,3,55,2019-01-03 01:05:45
2019-01-03 00:39:09,B,20,1062,1,D33be9b4f9435176ac43c8912740a0fac,3,48,2019-01-03 00:58:09
2019-01-03 00:39:20,A,79,3593,1,D5b34c0a1004ce8c4d1adce2a26a20d9d,3,64,2019-01-03 00:47:20
2019-01-03 00:39:37,C,56,2672,0,D48c16dd27a006dcad2a2f451c01f0d1a,3,65,2019-01-03 01:06:37
2019-01-03 00:39:49,C,44,2040,1,D8f2961085a6c7a2fd8045ae7cd33eca3,3,53,2019-01-03 00:50:49
2019-01-03 00:40:00,B,26,1331,1,Cea244b93b42cdebe41cef8c2ed0a3891,2,39,2019-01-03 01:08:00
2019-01-03 00:40:06,A,79,3598,0,D5b34c0a1004ce8c4d1adce2a26a20d9d,3,26,2019-01-03 01:02:06
2019-01-03 00:40:14,C,56,2669,0,Df385a6864ca2759f9c098bc233ef3df6,3,80,2019-01-03 00:50:14
2019-01-03 00:40:46,C,56,2667,1,Df95fcbcab760d5324429f503633f4269,3,55,2019-01-03 00:54:46
2019-01-03 00:40:47,C,56,2672,1,D48c16dd27a006dcad2a2f451c01f0d1a,3,76,2019-01-03 00:46:47
2019-01-03 00:40:48,C,56,2668,1,Df385a6864ca2759f9c098bc233ef3df6,3,8,2019-01-03 00:50:48
2019-01-03 00:40:56,B,31,1524,1,Dc47a4d2e531dd937af92b96f780ff265,3,69,2019-01-03 01:00:56
2019-01-03 00:40:59,B,31,1524,1,Db34807b7ab5f1fd5bd4613e26f20f0c0,3,16,2019-01-03 01:04:59
2019-01-03 00:40:59,A,69,3192,1,De3038b3f8f81b7f927fcfe96102fde4d,3,3,2019-01-03 01:03:59
2019-01-03 00:41:02,B,31,1523,1,Db055c1224aeaa16c6d9f85d849116fbc,3,52,2019-01-03 00:50:02
2019-01-03 00:41:03,C,43,1986,0,Dcfa034f53c54edf1d6eb08c8b334d855,3,77,2019-01-03 00:47:03
2019-01-03 00:41:04,A,69,3192,0,De3038b3f8f81b7f927fcfe96102fde4d,3,71,2019-01-03 00:50:04
2019-01-03 00:41:13,B,31,1523,1,D53d8a9953aed575967c1c5a301da3abf,3,65,2019-01-03 00:57:13
2019-01-03 00:41:13,B,31,1524,1,D955c17b0a3759e696c2425466717dafb,3,26,2019-01-03 01:10:13
2019-01-03 00:41:16,B,5,222,1,D0a8af72dc6a6dcf47c9d035a1dabf000,3,50,2019-01-03 00:58:16
2019-01-03 00:41:49,A,69,3193,1,De3038b3f8f81b7f927fcfe96102fde4d,3,65,2019-01-03 00:47:49
2019-01-03 00:42:09,A,78,3559,1,D0328fba4176352096e84069837d240b4,3,31,2019-01-03 01:00:09
2019-01-03 00:42:22,A,78,3560,1,Db6f1308abc851a6772299839aba9414c,3,65,2019-01-03 00:51:22
2019-01-03 00:42:27,B,31,1523,1,D5353529aafe12ae9153b99a304524122,3,5,2019-01-03 01:06:27
2019-01-03 00:42:35,A,78,3558,0,D0328fba4176352096e84069837d240b4,3,27,2019-01-03 01:03:35
2019-01-03 00:42:50,A,69,3203,0,De3038b3f8f81b7f927fcfe96102fde4d,3,50,2019-01-03 01:02:50
2019-01-03 00:42:55,C,56,2666,0,Df95fcbcab760d5324429f503633f4269,3,69,2019-01-03 01:00:55
2019-01-03 00:43:04,A,71,3272,1,D48c97db1995b309e52f25e32b687ac38,3,16,2019-01-03 01:00:04
2019-01-03 00:43:14,C,56,2666,0,D60fe9eed25f321d6c08d5bcd7e232614,3,58,2019-01-03 01:07:14
2019-01-03 00:43:26,C,41,1911,1,D83ea789accd95756cbdc14f1e6941c37,3,40,2019-01-03 00:48:26
2019-01-03 00:43:32,C,42,1949,1,Da79662958dc465443a9434a2506acf75,3,15,2019-01-03 00:50:32
2019-01-03 00:43:34,C,42,1950,1,Dc471386525ea3dcccbe903f24685ecfc,3,16,2019-01-03 01:11:34
2019-01-03 00:43:35,C,42,1948,1,D0e80cedf60de8ac6593bb6ed688b61aa,3,45,2019-01-03 01:06:35
2019-01-03 00:43:35,C,42,1949,1,D9577e3b0b57c8f0ac6b658617624c74f,3,31,2019-01-03 00:48:35
2019-01-03 00:43:51,C,44,2043,1,Ddd40e83f8fdc70bcaea04007a88914e6,3,37,2019-01-03 00:53:51
2019-01-03 00:44:11,A,71,3281,0,D48c97db1995b309e52f25e32b687ac38,3,73,2019-01-03 01:04:11
2019-01-03 00:44:22,C,56,2669,0,D48c16dd27a006dcad2a2f451c01f0d1a,3,45,2019-01-03 01:10:22
2019-01-03 00:44:23,C,49,2387,1,De7cf643e987ec3eefba3fcd04f1b273f,3,49,2019-01-03 01:01:23
2019-01-03 00:44:33,C,37,1753,1,D4b0d18f640d880e9c5b78e756c0ad36b,3,80,2019-01-03 00:49:33
2019-01-03 00:44:39,C,56,2670,0,Df385a6864ca2759f9c098bc233ef3df6,3,71,2019-01-03 00:51:39
2019-01-03 00:44:54,B,16,902,1,D55f00ac6e799982fc1d9fb5969392209,3,4,2019-01-03 00:53:54
2019-01-03 00:44:55,B,31,1522,0,Dc47a4d2e531dd937af92b96f780ff265,3,24,2019-01-03 01:10:55
2019-01-03 00:44:59,B,16,901,1,D77275ad983b1e6c5830451e1c96286c0,3,72,2019-01-03 01:01:59
2019-01-03 00:44:59,B,16,903,1,D55c508293f05c0af99b609748b73c203,3,33,2019-01-03 01:01:59
2019-01-03 00:45:03,B,16,876,1,Dfb1677abefdf8227baaa5de1f4a87530,3,72,2019-01-03 00:57:03
2019-01-03 00:45:15,C,45,2093,1,D0fe646e9ce0824e8adabd32aab0e0399,3,50,2019-01-03 01:10:15
2019-01-03 00:45:16,C,37,1753,1,D3dd95b8cffc8db3db4ce889762fb3f3f,3,56,2019-01-03 01:15:16
2019-01-03 00:45:21,C,45,2093,1,D13494504113ef98886048deb3c950186,3,45,2019-01-03 00:52:21
2019-01-03 00:45:36,C,56,2667,1,D19c5c7cdc19e341f7ef39ec477a773c1,3,24,2019-01-03 01:08:36
2019-01-03 00:45:41,C,56,2667,1,D17cb853d6b140c4514bf70bdde33d0e1,3,41,2019-01-03 01:09:41
2019-01-03 00:45:43,C,56,2668,1,D40cc3a78ef28cd839fb2d3536ff51744,3,11,2019-01-03 01:03:43
2019-01-03 00:45:49,C,61,2858,1,Dfa74cd8e72b58fdb0d505523625aadd0,3,44,2019-01-03 01:04:49
2019-01-03 00:46:02,C,56,2667,1,D48c16dd27a006dcad2a2f451c01f0d1a,3,3,2019-01-03 00:52:02
2019-01-03 00:46:41,C,43,1985,0,D114ddd0528a13b4dbefdf4564ca32ed0,3,23,2019-01-03 01:06:41
2019-01-03 00:46:41,C,55,2631,1,Ddd321f5d2f6da519d50409024e47a591,3,27,2019-01-03 00:55:41
2019-01-03 00:46:44,C,55,2632,1,Df4c38af28ab0a59aa3833555486fec27,3,35,2019-01-03 00:52:44
2019-01-03 00:46:47,C,55,2631,1,D31567fa6233ede9a949ef1a6e8423af0,3,32,2019-01-03 00:52:47
2019-01-03 00:46:49,B,16,901,1,Df57af6ee2835f086c6e30f089f74fa5d,3,17,2019-01-03 01:00:49
2019-01-03 00:47:07,B,5,243,0,D8a66d4e7e3daec7ddf8149ed3a62262b,3,60,2019-01-03 01:08:07
2019-01-03 00:47:07,C,55,2631,1,D7ffb2f8acc2bc7257c287fe1b418ee2c,3,66,2019-01-03 01:12:07
2019-01-03 00:47:07,C,48,2325,1,D7ad8d4bee242e9b4b054847833cc7f70,3,44,2019-01-03 01:11:07
2019-01-03 00:47:09,C,55,2632,1,D81b116954e164aecb340ca40d866a98e,3,41,2019-01-03 01:12:09
2019-01-03 00:47:13,C,41,1910,0,D83ea789accd95756cbdc14f1e6941c37,3,42,2019-01-03 01:05:13
2019-01-03 00:47:14,B,8,381,0,Dda3fd1b4d5b506e44f2f3e274a9fd046,3,33,2019-01-03 01:14:14
2019-01-03 00:47:17,B,16,901,1,D4fdab754bdd7939ed8f2ec43ce5b0f91,3,24,2019-01-03 00:56:17
2019-01-03 00:47:20,C,55,2631,1,D96cf291b8b19c06f71184196a82606a0,3,33,2019-01-03 01:03:20
2019-01-03 00:47:21,B,8,382,0,Dad61690a6b30e77b760fb113ab1cdfdb,3,44,2019-01-03 01:00:21
2019-01-03 00:47:24,C,55,2632,1,D2f01ba516c557d564e170bf88c898a95,3,77,2019-01-03 01:02:24
2019-01-03 00:47:31,B,16,901,1,D1d3abcbc5392164eb27426b959e5aff1,3,43,2019-01-03 01:13:31
2019-01-03 00:47:45,B,16,901,1,Da18863416f37905b90d62baae8f087f7,3,17,2019-01-03 01:17:45
2019-01-03 00:47:46,C,37,1752,0,D3dd95b8cffc8db3db4ce889762fb3f3f,3,45,2019-01-03 01:09:46
2019-01-03 00:47:50,C,42,1947,0,D0e80cedf60de8ac6593bb6ed688b61aa,3,64,2019-01-03 01:15:50
2019-01-03 00:47:50,B,16,901,1,D0a3e9fa449fe2c22eaae8d85dcda8503,3,60,2019-01-03 00:56:50
2019-01-03 00:47:51,B,16,894,0,D1d3abcbc5392164eb27426b959e5aff1,3,66,2019-01-03 01:04:51
2019-01-03 00:47:51,C,42,1945,0,Dc471386525ea3dcccbe903f24685ecfc,3,51,2019-01-03 01:04:51
2019-01-03 00:47:54,C,42,1946,0,D9577e3b0b57c8f0ac6b658617624c74f,3,33,2019-01-03 01:17:54
2019-01-03 00:47:57,C,64,2992,1,D11d5597f50bd6f48353471cdd51d257b,3,45,2019-01-03 00:55:57
2019-01-03 00:48:01,C,42,1945,0,Da79662958dc465443a9434a2506acf75,3,39,2019-01-03 01:01:01
